Unnamed: 0,market_id,property_id,num_comps_within_radius,radius_miles,current_listing_price,estimation_local,estimation_global,ape_local,ape_global,latitude,longitude,number_of_bedrooms,number_of_full_baths,number_of_half_baths,living_area_square_feet,age,street_address,estimation_radius,property_details,error,market_avg,ape_market_avg
0,41060,81,1.0,5,524900.0,299900.0,405430.28125,0.4286530767765288,0.2276047223280624,45.46258,-94.423647,4.0,2.0,2.0,4074.0,28.0,119 RIV oaks DR,,,,1057388.9275061507,1.0144578538886468
1,41060,81,1.0,6,524900.0,299900.0,405430.28125,0.4286530767765288,0.2276047223280624,45.46258,-94.423647,4.0,2.0,2.0,4074.0,28.0,119 RIV oaks DR,,,,1057388.9275061507,1.0144578538886468
2,41060,81,1.0,7,524900.0,299900.0,405430.28125,0.4286530767765288,0.2276047223280624,45.46258,-94.423647,4.0,2.0,2.0,4074.0,28.0,119 RIV oaks DR,,,,1057388.9275061507,1.0144578538886468
3,41060,81,6.0,8,524900.0,393349.375,405430.28125,0.2506203562583349,0.2276047223280624,45.46258,-94.423647,4.0,2.0,2.0,4074.0,28.0,119 RIV oaks DR,,,,1057388.9275061507,1.0144578538886468
4,41060,81,10.0,9,524900.0,269900.3125,405430.28125,0.4858062249952372,0.2276047223280624,45.46258,-94.423647,4.0,2.0,2.0,4074.0,28.0,119 RIV oaks DR,,,,1057388.9275061507,1.0144578538886468
5,41060,81,10.0,10,524900.0,269900.3125,405430.28125,0.4858062249952372,0.2276047223280624,45.46258,-94.423647,4.0,2.0,2.0,4074.0,28.0,119 RIV oaks DR,,,,1057388.9275061507,1.0144578538886468
6,41060,81,15.0,11,524900.0,460876.09375,405430.28125,0.121973530672509,0.2276047223280624,45.46258,-94.423647,4.0,2.0,2.0,4074.0,28.0,119 RIV oaks DR,,,,1057388.9275061507,1.0144578538886468
7,41060,81,19.0,12,524900.0,425930.84375,405430.28125,0.1885485925890646,0.2276047223280624,45.46258,-94.423647,4.0,2.0,2.0,4074.0,28.0,119 RIV oaks DR,,,,1057388.9275061507,1.0144578538886468
8,41060,81,28.0,13,524900.0,348401.875,405430.28125,0.3362509525623928,0.2276047223280624,45.46258,-94.423647,4.0,2.0,2.0,4074.0,28.0,119 RIV oaks DR,,,,1057388.9275061507,1.0144578538886468
9,41060,81,47.0,14,524900.0,375282.375,405430.28125,0.2850402457610974,0.2276047223280624,45.46258,-94.423647,4.0,2.0,2.0,4074.0,28.0,119 RIV oaks DR,,,,1057388.9275061507,1.0144578538886468
10,41060,81,56.0,15,524900.0,430242.375,405430.28125,0.1803345875404839,0.2276047223280624,45.46258,-94.423647,4.0,2.0,2.0,4074.0,28.0,119 RIV oaks DR,,,,1057388.9275061507,1.0144578538886468
11,41060,81,63.0,16,524900.0,420042.5625,405430.28125,0.1997665031434559,0.2276047223280624,45.46258,-94.423647,4.0,2.0,2.0,4074.0,28.0,119 RIV oaks DR,,,,1057388.9275061507,1.0144578538886468
12,41060,81,65.0,17,524900.0,415811.09375,405430.28125,0.2078279791388836,0.2276047223280624,45.46258,-94.423647,4.0,2.0,2.0,4074.0,28.0,119 RIV oaks DR,,,,1057388.9275061507,1.0144578538886468
13,41060,81,67.0,18,524900.0,426042.03125,405430.28125,0.1883367665269575,0.2276047223280624,45.46258,-94.423647,4.0,2.0,2.0,4074.0,28.0,119 RIV oaks DR,,,,1057388.9275061507,1.0144578538886468
14,41060,81,73.0,19,524900.0,425736.53125,405430.28125,0.1889187821489807,0.2276047223280624,45.46258,-94.423647,4.0,2.0,2.0,4074.0,28.0,119 RIV oaks DR,,,,1057388.9275061507,1.0144578538886468
15,41060,81,76.0,20,524900.0,426271.625,405430.28125,0.1878993617831968,0.2276047223280624,45.46258,-94.423647,4.0,2.0,2.0,4074.0,28.0,119 RIV oaks DR,,,,1057388.9275061507,1.0144578538886468
16,41060,14,,5,374900.0,,,,,,,,,,,,,,"{'latitude': np.float64(45.808734), 'longitude': np.float64(-93.776104), 'number_of_bedrooms': np.float64(3.0), 'number_of_full_baths': np.float64(2.0), 'number_of_half_baths': np.float64(0.0), 'living_area_square_feet': np.float64(1930.0), 'age': np.float64(105.0), 'street_address': '18851 165th ST NE'}",TypeError: 'NoneType' object is not subscriptable,,
17,41060,3,43.0,5,299900.0,268906.21875,275602.59375,0.1033470531843948,0.0810183602867622,45.582277,-94.188098,4.0,2.0,1.0,2074.0,38.0,2501 colony CIR,,,,539770.7510205673,0.7998357819958894
